airport,latitude,longitude,municipality,country,country_code,city,state,postal_code,calling_code,timezone
Tok Airport,63.303333,-143.001111,Tok,United States,US-AK,,Alaska,99676,1,America/New_York
Talkeetna Airport,62.320499420165994,-150.09399414062,Talkeetna,United States,US-AK,,Alaska,,1,America/New_York
Tatalina LRRS Airport,62.894401550299996,-155.977005005,Takotna,United States,US-AK,,Alaska,99791,1,America/New_York
Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,Atqasuk,United States,US-AK,,Alaska,99729,1,America/New_York
Cantwell Airport,63.391201,-148.955995,Cantwell,United States,US-AK,,Alaska,,1,America/New_York
Alakanuk Airport,62.6800422668,-164.65992736799998,Alakanuk,United States,US-AK,,Alaska,,1,America/New_York
Umiat Airport,69.37110138,-152.1360016,Umiat,United States,US-AK,,Alaska,99684,1,America/New_York
Unalakleet Airport,63.88840103,-160.798996,Unalakleet,United States,US-AK,,Alaska,99688,1,America/New_York
Willow Airport,61.7541999817,-150.052001953,Willow,United States,US-AK,,Alaska,,1,America/New_York
Akun Airport,54.1449925194,-165.607566833,Akutan,United States,US-AK,,Alaska,99563,1,America/New_York
Chevak Airport,61.5409,-165.6005,Chevak,United States,US-AK,,Alaska,,1,America/New_York
King Cove Airport,55.11629867553711,-162.26600646972656,King Cove,United States,US-AK,,Alaska,,1,America/New_York
Valdez Pioneer Field,61.13389969,-146.24800109999995,Valdez,United States,US-AK,,Alaska,,1,America/New_York
Venetie Airport,67.0086975098,-146.365997314,Venetie,United States,US-AK,,Alaska,99750,1,America/New_York
Kivalina Airport,67.73619842529297,-164.56300354003906,Kivalina,United States,US-AK,,Alaska,99724,1,America/New_York
Beaver Airport,66.36219787600001,-147.406997681,Beaver,United States,US-AK,,Alaska,99664-1195,1,America/New_York
Seward Airport,60.12689971923828,-149.41900634765625,Seward,United States,US-AK,,Alaska,99929,1,America/New_York
Wrangell Airport,56.48429871,-132.36999509999998,Wrangell,United States,US-AK,Wainwright,Alaska,99782,1,America/New_York
Wainwright Airport,70.6380004883,-159.994995117,Wainwright,United States,US-AK,,Alaska,99784,1,America/New_York
White Mountain Airport,64.689201355,-163.412994385,White Mountain,United States,US-AK,,Alaska,,1,America/New_York
Noatak Airport,67.56610107421875,-162.97500610351562,Noatak,United States,US-AK,Whittier,Alaska,99693,1,America/New_York
Whittier Airport,60.777198791503906,-148.7220001220703,Whittier,United States,US-AK,,Alaska,99654,1,America/New_York
Wasilla Airport,61.5717010498,-149.539993286,Wasilla,United States,US-AK,Wainwright,Alaska,,1,America/New_York
Wainwright Air Station,70.61340332,-159.8600006,Wainwright,United States,US-AK,,Alaska,,1,America/New_York
Paxson Airport,63.02460098270001,-145.50100708,Paxson,United States,US-AK,,Alaska,99869,1,America/New_York
Yakutat Airport,59.503299713100006,-139.660003662,Yakutat,United States,US-AK,,,,1,America/New_York
Porcupine Creek Airport,67.237899780273,-150.2859954834,Porcupine Creek,United States,US-AK,,Baja California Sur,,52,America/New_York
Pelican Seaplane Base,57.955200195312,-136.23599243164,Pelican,United States,US-AK,Hao,Polynésie Française,98767,33,America/New_York
Akiak Airport,60.9029006958,-161.231002808,Akiak,United States,US-AK,,Alaska,,1,America/New_York
Allakaket Airport,66.5518035889,-152.621994019,Allakaket,United States,US-AK,,Oregon,97315,1,America/New_York
Pacific City State Airport,45.19979858399999,-123.961997986,Pacific City,United States,US-OR,,Alaska,,1,America/New_York
Chenega Bay Airport,60.0773010254,-147.992004395,Chenega,United States,US-AK,"Clark""s Point",Alaska,,1,America/New_York
Clarks Point Airport,58.83369827,-158.529007,Clarks Point,United States,US-AK,,Alaska,,1,America/New_York
Donlin Creek Airporr,62.03175699999999,-158.234251,Crooked Creek,United States,US-AK,,Alaska,99739,1,America/New_York
Elim Airport,64.61470032,-162.2720032,Elim,United States,US-AK,,Alaska,99609,1,America/New_York
Kasigluk Airport,60.87440109,-162.5240021,Kasigluk,United States,US-AK,,Alaska,,1,America/New_York
Kokhanok Airport,59.4332008362,-154.804000854,Kokhanok,United States,US-AK,Kotlik,Alaska,99620,1,America/New_York
Kotlik Airport,63.030601501499994,-163.533004761,Kotlik,United States,US-AK,,Alaska,99785,1,America/New_York
Brevig Mission Airport,65.3312988281,-166.46600341799999,Brevig Mission,United States,US-AK,,Alaska,99748,1,America/New_York
Koyukuk Airport,64.8760986328,-157.727005005,Koyukuk,United States,US-AK,,Alaska,99621,1,America/New_York
Kwethluk Airport,60.790298461899994,-161.444000244,Kwethluk,United States,US-AK,,Alaska,,1,America/New_York
Mertarvik Quarry Road Landing Strip,60.818385,-164.519013,Mertarvik,United States,US-AK,,Alaska,99763,1,America/New_York
Robert (Bob) Curtis Memorial Airport,66.81790161,-161.01899719999997,Noorvik,United States,US-AK,,Alaska,,1,America/New_York
Shaktoolik Airport,64.37110138,-161.223999,Shaktoolik,United States,US-AK,,Alaska,,1,America/New_York
Tok Junction Airport,63.32949829,-142.9539948,Tok,United States,US-AK,,Alaska,99670,1,America/New_York
South Naknek Nr 2 Airport,58.7033996582,-157.007995605,South Naknek,United States,US-AK,,Alaska,,1,America/New_York
Fort Yukon Airport,66.57150268554689,-145.25,Fort Yukon,United States,US-AK,,Hela,,675,America/New_York
Port Graham Airport,59.348300933838,-151.83200073242,Port Graham,United States,US-AK,,Província de São Tomé,,239,America/New_York
Barking Sands Airport,22.022800445599998,-159.785003662,Kekaha,United States,US-HI,,Hawaii,96791,1,America/New_York
Dillingham Airfield,21.5795001984,-158.197006226,Mokuleia,United States,US-HI,,Hawaii,,1,America/New_York
French Frigate Shoals Airport,23.869400024414066,-166.28500366210938,Tern Island,United States,US-HI,Mililani,Hawaii,96854,1,America/New_York
Wheeler Army Airfield,21.48349953,-158.03999330000005,Wahiawa,United States,US-HI,,Hawaii,96713,1,America/New_York
Hana Airport,20.79560089111328,-156.01400756835938,Hana,United States,US-HI,,Hawaii,96761,1,America/New_York
Kapalua Airport,20.962900161743164,-156.67300415039062,Lahaina,United States,US-HI,Kapolei,Hawaii,96862,1,America/New_York
Kalaeloa Airport,21.3074,-158.070009,Kapolei,United States,US-HI,,Hawaii,,1,America/New_York
Ellison Onizuka Kona International At Keahole Airport,19.738783,-156.045603,Kailua/Kona,United States,US-HI,,Hawaii,96761,1,America/New_York
Kaanapali Airport,20.945,-156.69,Lahaina,United States,US-HI,,Hawaii,96766,1,America/New_York
Lihue Airport,21.97599983215332,-159.33900451660156,Lihue,United States,US-HI,,Hawaii,96742,1,America/New_York
Kalaupapa Airport,21.21100044,-156.973999,Kalaupapa,United States,US-HI,,Hawaii,96729,1,America/New_York
Molokai Airport,21.15290069580078,-157.0959930419922,Kaunakakai,United States,US-HI,,Hawaii,96743,1,America/New_York
Waimea Kohala Airport,20.001300811767575,-155.66799926757812,Kamuela,United States,US-HI,,Hawaii,96863,1,America/New_York
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.450500488299998,-157.76800537100002,Kaneohe,United States,US-HI,Honolulu,Hawaii,96819,1,America/New_York
Daniel K Inouye International Airport,21.32062,-157.924228,Honolulu,United States,US-HI,Aiea,Hawaii,9701,1,America/New_York
Ford Island Naval Auxiliary Landing Field,21.364900588989254,-157.9600067138672,Honolulu,United States,US-HI,,Hawaii,96763,1,America/New_York
Lanai Airport,20.785600662231445,-156.9510040283203,Lanai City,United States,US-HI,,Hawaii,96732-3509,1,America/New_York
Kahului Airport,20.8986,-156.429993,Kahului,United States,US-HI,,Hawaii,96705,1,America/New_York
Port Allen Airport,21.896900177,-159.602996826,Hanapepe,United States,US-HI,Kailua-Kona,Hawaii,,1,America/New_York
Bradshaw Army Airfield,19.760099411,-155.554000854,Camp Pohakuloa,United States,US-HI,Hilo CDP,Hawaii,,1,America/New_York
Hilo International Airport,19.721399307250977,-155.04800415039062,Hilo,United States,US-HI,,Hawaii,96719,1,America/New_York
Upolu Airport,20.265300750732425,-155.86000061035156,Hawi,United States,US-HI,,,,1,America/New_York
Kure Airport,28.38920021057129,-178.2969970703125,Kure Atoll,United States,US-HI,,,,1,America/New_York
Echo Airport,41.54029846191406,-77.306396484375,Morris,United States,US-PA,New Hanover Township,Pennsylvania,19472,1,America/New_York
Crosswinds Airfield,40.34320068359375,-75.57270050048828,Sassamansville,United States,US-PA,,Pennsylvania,15051,1,America/New_York
Cedar Run Airport,40.58810043334961,-79.90589904785156,Dorseyville,United States,US-PA,,Pennsylvania,16028,1,America/New_York
Offutt Acres Airport,40.98479843139648,-79.56639862060547,East Brady,United States,US-PA,Abington Township,Pennsylvania,19001,1,America/New_York
Abington Memorial Hospital Heliport,40.11869812011719,-75.12069702148438,Abington,United States,US-PA,East Carroll Township,Pennsylvania,15931,1,America/New_York
Strittmatter Airport,40.547001,-78.694702,Ebensburg,United States,US-PA,Barr Township,Pennsylvania,15714,1,America/New_York
Fort Lee Heliport,40.65140151977539,-78.82720184326172,Barnsboro,United States,US-PA,,Pennsylvania,16410,1,America/New_York
Carlson Airport,41.90420200000001,-80.1026,Edinboro,United States,US-PA,,Pennsylvania,,1,America/New_York
Cranes-N-Lifts Inc Heliport,41.03089904785156,-75.77850341796875,White Haven,United States,US-PA,Washington Township,Pennsylvania,15723,1,America/New_York
Davis Airport,40.73460006713867,-79.15989685058594,Chambersville,United States,US-PA,,Pennsylvania,16915,1,America/New_York
Charles Cole Memorial Hospital Heliport,41.77170181274414,-77.97969818115234,Coudersport,United States,US-PA,,Pennsylvania,18850,1,America/New_York
Cash Creek Airport,41.8651008605957,-76.50990295410156,Ulster,United States,US-PA,Little Beaver Township,Pennsylvania,16120,1,America/New_York
Reno Airport,40.88980102539063,-80.48650360107422,Enon Valley,United States,US-PA,Gibson Township,Pennsylvania,15858,1,America/New_York
Sweet Valley Airport,41.28060150146485,-78.14309692382812,Sweet Valley,United States,US-PA,Barnett Township,Pennsylvania,15860,1,America/New_York
C & W Milliron Flying Field,41.28730010986328,-79.16639709472656,Sigel,United States,US-PA,,Pennsylvania,16053,1,America/New_York
Misty Hill Farm Airport,40.789398193359375,-79.99749755859375,Ren Frew,United States,US-PA,Allegany Township,Pennsylvania,,1,America/New_York
Greeley Airport,41.87919998168945,-77.94999694824219,Coudersport,United States,US-PA,,Pennsylvania,16053,1,America/New_York
Pabst Blue Ribbon Airport,40.758399963378906,-80.01370239257812,Evans City,United States,US-PA,Hopewell Township,Pennsylvania,17352,1,America/New_York
Marsteller Airport,39.733398,-76.532997,Stewartstown,United States,US-PA,,Pennsylvania,16415,1,America/New_York
Fairview Evergreen Airport,42.02730178833008,-80.24369812011719,Fairview,United States,US-PA,,Pennsylvania,16049,1,America/New_York
Hunts Cove Seaplane Base,41.14590072631836,-79.68730163574219,Foxburg,United States,US-PA,Reading,Pennsylvania,19605,1,America/New_York
Car Tech Heliport,40.36759948730469,-75.93299865722656,Reading,United States,US-PA,,Pennsylvania,16947,1,America/New_York
Mc Clure Airport,41.8278999329,-76.8565979004,Troy,United States,US-PA,Bradford Township,Pennsylvania,16701,1,America/New_York
University Of Pitt Medical Landing Area Heliport,41.945,-78.672156,Bradford,United States,US-PA,Pittsburgh,Pennsylvania,15282,1,America/New_York
Mercy Hospital Heliport,40.43529891967773,-79.98509979248047,Pittsburgh,United States,US-PA,,Pennsylvania,16229,1,America/New_York
Snider Seaplane Base,40.68339920043945,-79.66639709472656,Freeport,United States,US-PA,,Pennsylvania,16229,1,America/New_York
Lindsay Airport,40.735599517822266,-79.6886978149414,Freeport,United States,US-PA,,Pennsylvania,15243,1,America/New_York
St Clair Hospital Heliport,40.378425,-80.065362,Pittsburgh,United States,US-PA,Jefferson Township,Pennsylvania,16137,1,America/New_York
Station 219 Heliport,41.27479934692383,-80.27729797363281,Mercer,United States,US-PA,Doylestown Township,Pennsylvania,18901,1,America/New_York
Campbell's Heliport,40.2864990234375,-75.14520263671875,Doylestown,United States,US-PA,,Pennsylvania,,1,America/New_York
Lazy J Heliport,41.295898,-75.594101,Moscow,United States,US-PA,Todd Township,Pennsylvania,16685,1,America/New_York
Schrenkel Airport,40.26279830932617,-78.10250091552734,Cassville,United States,US-PA,Jackson Township,Pennsylvania,16133,1,America/New_York
Sagulla Airport,41.24309921264648,-80.11419677734375,Grove City,United States,US-PA,White Township,Pennsylvania,15701,1,America/New_York
Indiana Hospital Heliport,40.6083984375,-79.1355972290039,Indiana,United States,US-PA,,Pennsylvania,18431,1,America/New_York
Branning Field,41.55289840698242,-75.28209686279297,Honesdale,United States,US-PA,Sadsbury Township,Pennsylvania,19367,1,America/New_York
Keystone Heliplex Heliport,39.978028,-75.882361,Coatsville,United States,US-PA,Licking Creek Township,Pennsylvania,17228,1,America/New_York
Flying R Airport,40.000099182128906,-78.08309936523438,Harrisonville,United States,US-PA,Rayne Township,Pennsylvania,15759,1,America/New_York
Rayne Airport,40.7333984375,-79.06729888916016,Home,United States,US-PA,Greene Township,Pennsylvania,15050,1,America/New_York
Fino Airport,40.60509872436523,-80.45809936523438,Hookstown,United States,US-PA,,Pennsylvania,15032,1,America/New_York
Culmerville Airport,40.66260147094727,-79.84559631347656,Culmerville,United States,US-PA,West Whiteland Township,Pennsylvania,19341,1,America/New_York
Exton Heliport,40.018699645996094,-75.63629913330078,Exton,United States,US-PA,,Pennsylvania,16428,1,America/New_York
Moorhead Airpark LLC,42.1842002869,-79.8975982666,North East,United States,US-PA,,Pennsylvania,15701,1,America/New_York
Practice Football Field,40.625099182128906,-79.1498031616211,Indiana,United States,US-PA,,Pennsylvania,15052,1,America/New_York
Sainovich Airport,40.70009994506836,-80.43309783935547,Industry,United States,US-PA,Upper Gwynedd Township,Pennsylvania,19454,1,America/New_York
Merck/Upper Gwynedd Heliport,40.21609878540039,-75.27999877929688,North Wales,United States,US-PA,Plains Township,Pennsylvania,18702,1,America/New_York
Wyoming Valley Medical Center Heliport,41.26250076293945,-75.81109619140625,Wilkes-Barre,United States,US-PA,,Pennsylvania,15373,1,America/New_York
River Hill Aviation Airport,40.56439971923828,-79.5457992553711,Apollo,United States,US-PA,Jenner Township,Pennsylvania,15531,1,America/New_York
Lohr's Landing Airport,40.20830154418945,-79.05580139160156,Jennerstown,United States,US-PA,Heidelberg Township,Pennsylvania,18053,1,America/New_York
Bullfly Ultralightport,40.70830154418945,-75.68609619140625,Germansville,United States,US-PA,,Pennsylvania,,1,America/New_York
Dunbar Airport,40.77199935913086,-79.42890167236328,Kittanning,United States,US-PA,Perry Township,Pennsylvania,19555,1,America/New_York
Skyline Airstrip,40.50650024414063,-75.94329833984375,Shoemakersville,United States,US-PA,,Pennsylvania,16424,1,America/New_York
Summers Psnl Use Heliport,41.66669845581055,-80.41649627685547,Linesville,United States,US-PA,West Fallowfield Township,Pennsylvania,19330,1,America/New_York
Mike's Heliport,39.8671989440918,-75.93360137939453,Cochranville,United States,US-PA,,Pennsylvania,16624,1,America/New_York
Strohmier Airport,40.55149841308594,-78.62339782714844,Loretto,United States,US-PA,,Pennsylvania,16914,1,America/New_York
Akm Airfield,41.84170150756836,-76.74579620361328,Columia Cross Roads,United States,US-PA,German Township,Pennsylvania,15484,1,America/New_York
Skala Airport,39.8583984375,-79.82340240478516,Mc Clellandtown,United States,US-PA,,Pennsylvania,15757,1,America/New_York
Miller Airport,40.88529968261719,-78.73919677734375,Mahaffey,United States,US-PA,East Mahoning Township,Pennsylvania,,1,America/New_York
Marion Center Speedway Airport,40.8120002746582,-79.03730010986328,Marion Center,United States,US-PA,,Pennsylvania,17268,1,America/New_York
Bittner/Whitsel Airport,39.7426986694336,-77.52680206298828,Waynesboro,United States,US-PA,,Pennsylvania,16201,1,America/New_York
Stitt Airport,40.83110046386719,-79.48690032958984,Kittanning,United States,US-PA,Franklin Township,Pennsylvania,18235,1,America/New_York
Motola's Paving Heliport,40.83769989013672,-75.69719696044922,Lehighton,United States,US-PA,,Pennsylvania,15147,1,America/New_York
Chero'kee Furko Heliport,40.5260009765625,-79.8187026977539,Plum,United States,US-PA,,Pennsylvania,15060,1,America/New_York
Cataney Airport,40.375099182128906,-80.29979705810547,Midway,United States,US-PA,Lower Pottsgrove Township,Pennsylvania,19457,1,America/New_York
Limerick Generating Station Heliport,40.23310089111328,-75.58319854736328,Sanatoga,United States,US-PA,Henderson Township,Pennsylvania,,1,America/New_York
Hilling International Airport,40.50239944458008,-77.93939971923828,Huntingdon,United States,US-PA,,Pennsylvania,15065,1,America/New_York
Deer Lakes Seaplane Base,40.639198303222656,-79.693603515625,Natrona Hgts,United States,US-PA,Derry Township,Pennsylvania,,1,America/New_York
